502.085698701874,1476.40805793731
523.716219022113,1419.510764246
548.638340260619,1405.40399721504
568.387945770327,1276.56219166603
553.810855989308,1303.83527459253
562.74520133895,1199.44519856382
582.965035551236,1188.15978493905
575.441376309437,1163.70805541886
615.41081603154,1003.83136240184
629.047448407403,978.43918174621
699.1115250967,926.71436929963
715.099300985454,940.821136330485
732.967991684739,758.373616064139
751.77713978929,721.69602178374
629.047448407403,774.361285365864
607.416928087164,760.72474390256
515.722331077737,764.486548444188
491.740667244497,751.790458116319
760.711485138823,590.032862828649
750.366453681446,548.653012871407
654.616919360949,363.204960002027
675.275704286097,353.203551438214
493.127358322058,608.196675057999
510.712830273752,598.632710214065
562.235177921773,480.779982137107
573.650308837721,444.992242721056
585.065439753779,486.950282036487
601.416843498302,485.716222056589
406.125549718912,379.895578783253
352.752099760245,415.683318199304
329.613320876391,560.685365833247
337.943281274631,568.089725712415
221.323835700147,599.249740204014
183.067721278941,512.557026618656
177.514414346781,454.86472256002
76.3322479190416,513.029321178877
96.9000513713075,620.438245352168
261.823364238555,407.143927844939
247.730610021331,405.239514295748
336.095987816316,319.921787292856
710.900354696306,229.463984158869
746.688332703279,199.538029647278
855.679742146465,135.686910810841
876.628430847851,144.066330427173
913.193414762942,190.153138317163
976.400134560887,41.6445966585641
1062.86108611027,147.149107282664
1155.7970868947,239.703605772482
1076.57295507849,274.744815077163
1055.6242663771,329.211042583595
898.96001270818,383.027678552772
1153.24265005542,583.633987642321
1164.04074686789,588.570227561693
751.299487202221,1378.28119898812
780.787547011789,1340.79662709979
741.05363591256,1238.33879727165
754.798070569447,1193.8571052974
765.918554455875,1081.66927778604
